dataset,strategy_code,strategy,seed,trial,n_labeled,accuracy,line_type
ionosphere,uniform,Random,2,2,77,0.8865248226950354,update
ionosphere,uniform,Random,2,2,78,0.8794326241134752,update
ionosphere,uniform,Random,2,2,79,0.8794326241134752,update
ionosphere,uniform,Random,2,2,80,0.8794326241134752,update
ionosphere,uniform,Random,2,2,81,0.8794326241134752,update
ionosphere,uniform,Random,2,2,82,0.8936170212765957,update
ionosphere,uniform,Random,2,2,83,0.8936170212765957,update
ionosphere,uniform,Random,2,2,84,0.8936170212765957,update
ionosphere,uniform,Random,2,2,85,0.8936170212765957,update
ionosphere,uniform,Random,2,2,86,0.8936170212765957,update
ionosphere,uniform,Random,2,2,87,0.8865248226950354,update
ionosphere,uniform,Random,2,2,88,0.8865248226950354,update
ionosphere,uniform,Random,2,2,89,0.8865248226950354,update
ionosphere,uniform,Random,2,2,90,0.8865248226950354,update
ionosphere,uniform,Random,2,2,91,0.8865248226950354,update
ionosphere,uniform,Random,2,2,92,0.8865248226950354,update
ionosphere,uniform,Random,2,2,93,0.8865248226950354,update
ionosphere,uniform,Random,2,2,94,0.8865248226950354,update
ionosphere,uniform,Random,2,2,95,0.9078014184397163,update
ionosphere,uniform,Random,2,2,96,0.9148936170212766,update
ionosphere,uniform,Random,2,2,97,0.9148936170212766,update
ionosphere,uniform,Random,2,2,98,0.9290780141843972,update
ionosphere,uniform,Random,2,2,99,0.9290780141843972,update
ionosphere,uniform,Random,2,2,100,0.9361702127659575,update
